cluster_id,canonical_name,birth_year,death_year,record_count,roles,subjects,genres,domains,sample_titles,domain_summary,context_completeness
142,"Gibson, Jason (Math instructor)",,,1,Speaker,"Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra",Video recordings; Educational films; Problems and exercises,education,Algebra 2 tutor: learning by example,"education; Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra; Video recordings; Educational films; Problems and exercises",0.8
143,"Gibson, Jason (Math instructor)",,,1,Speaker,Mathematical notation; Metric system,Video recordings; Instructional films,,Unit conversion tutor,Mathematical notation; Metric system; Video recordings; Instructional films,0.8
144,"Gibson, Jason (Math instructor)",,,1,Director; Speaker; Narrator,Algebra; Matrices,Video recordings; Videorecording; Educational films; Alexander Street Video,,Matrix algebra tutor,Algebra; Matrices; Video recordings; Videorecording; Educational films; Alexander Street Video,0.8
145,"Gibson, Jason (Math instructor)",,,1,Director; Speaker,Algebra; Mathematics,Video recordings; Educational films; Alexander Street Video,science,Pre-algebra tutor,science; Algebra; Mathematics; Video recordings; Educational films; Alexander Street Video,0.8
146,"Gibson, Jason (Math instructor)",,,1,Speaker,"Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra",Video recordings; Educational films; Problems and exercises,education,Pre-algebra tutor series: learning by example,"education; Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra; Video recordings; Educational films; Problems and exercises",0.8
147,"Gibson, Jason (Math instructor)",,,1,Director; Speaker; Narrator,Calculus,Video recordings; Educational films; Alexander Street Video,,Calculus 2 advanced tutor,Calculus; Video recordings; Educational films; Alexander Street Video,0.8
148,"Gibson, Jason (Math instructor)",,,1,Director; Speaker,Algebra,Video recordings; Videorecording; Educational films; Alexander Street Video,,Algebra 2 tutor,Algebra; Video recordings; Videorecording; Educational films; Alexander Street Video,0.8
149,"Gibson, Jason (Math instructor)",,,1,Director; Speaker,Trigonometry,Video recordings; Educational films; Alexander Street Video,,Trigonometry tutor,Trigonometry; Video recordings; Educational films; Alexander Street Video,0.8
150,"Gibson, Jason (Math instructor)",,,1,Director; Speaker,Calculus; Differential calculus,Video recordings; Educational films; Alexander Street Video,,Calculus tutor,Calculus; Differential calculus; Video recordings; Educational films; Alexander Street Video,0.8
151,"Gibson, Jason (Math instructor)",,,1,Director; Speaker,"Calculus; Calculus, Integral; Integrals",Video recordings; Educational films; Alexander Street Video,,Calculus tutor,"Calculus; Calculus, Integral; Integrals; Video recordings; Educational films; Alexander Street Video",0.8
152,"Gibson, Jason (Math instructor)",,,1,Director; Speaker; Narrator,"Calculus; Coordinates, Polar",Video recordings; Educational films; Alexander Street Video,,Calculus 2 advanced tutor,"Calculus; Coordinates, Polar; Video recordings; Educational films; Alexander Street Video",0.8
153,"Gibson, Jason (Math instructor)",,,1,Director; Speaker; Narrator,Calculus; Mathematics,Video recordings; Videorecording; Educational films; Alexander Street Video,science,Calculus 2 advanced tutor,science; Calculus; Mathematics; Video recordings; Videorecording; Educational films; Alexander Street Video,0.8
154,"Gibson, Jason (Math instructor)",,,1,Instructor,"Mathematics; Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra",Video recordings; Educational films; Instructional films; Problems and exercises,education; science,Pre-algebra tutor series,"education; science; Mathematics; Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra; Video recordings",0.8
155,"Gibson, Jason (Math instructor)",,,1,Director; Speaker,Trigonometry; Triangle; Angles (Geometry); Algebraic functions,Video recordings; Educational films; Alexander Street Video,,Trigonometry tutor,Trigonometry; Triangle; Angles (Geometry); Algebraic functions; Video recordings; Educational films; Alexander Street Video,0.8
156,"Gibson, Jason (Math instructor)",,,1,Speaker,Speed--Measurement; Metric system; Weights and measures,Video recordings; Instructional films,,Unit conversion tutor,Speed--Measurement; Metric system; Weights and measures; Video recordings; Instructional films,0.8
157,"Gibson, Jason (Math instructor)",,,1,Speaker,"Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra",Video recordings; Educational films; Problems and exercises,education,Pre-algebra tutor series: learning by example,"education; Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra; Video recordings; Educational films; Problems and exercises",0.8
158,"Gibson, Jason (Math instructor)",,,1,Director; Speaker,Algebra; Mathematics,Video recordings; Educational films; Alexander Street Video,science,Algebra 2 tutor,science; Algebra; Mathematics; Video recordings; Educational films; Alexander Street Video,0.8
159,"Gibson, Jason (Math instructor)",,,1,Speaker,"Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra",Video recordings; Educational films; Problems and exercises,education,Algebra 2 tutor: learning by example,"education; Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra; Video recordings; Educational films; Problems and exercises",0.8
160,"Gibson, Jason (Math instructor)",,,1,Director; Speaker,"Calculus; Calculus, Integral; Logarithmic functions",Video recordings; Educational films; Alexander Street Video,,Calculus tutor,"Calculus; Calculus, Integral; Logarithmic functions; Video recordings; Educational films; Alexander Street Video",0.8
161,"Gibson, Jason (Math instructor)",,,1,Director; Speaker; Narrator,Algebra; Matrices; Mathematics,Video recordings; Educational films; Alexander Street Video,science,Matrix algebra tutor,science; Algebra; Matrices; Mathematics; Video recordings; Educational films; Alexander Street Video,0.8
162,"Gibson, Jason (Math instructor)",,,1,Director; Speaker,Algebra; Graphic methods; Equations,Video recordings; Educational films; Alexander Street Video,,Algebra 2 tutor,Algebra; Graphic methods; Equations; Video recordings; Educational films; Alexander Street Video,0.8
163,"Smith, Chris",,,1,Contributor,"Labor; Industrial management--Japan; Corporations, Japanese; Production management--Case studies",,,Global Japanization?: the transnational transformation of the labour process,"Labor; Industrial management--Japan; Corporations, Japanese; Production management--Case studies",0.6
164,"Stewart, David",,,1,Director; Producer,Fossil hominids--Africa; Prehistoric peoples--Africa; Human evolution--Africa; Paleoanthropology--Africa; Fossil hominids,Video recordings; Documentary films,geography_anthropology_recreation,Human journey,geography_anthropology_recreation; Fossil hominids--Africa; Prehistoric peoples--Africa; Human evolution--Africa; Paleoanthropology--Africa; Fossil hominids; Human evolution,0.8
165,"Stewart, David",,,1,Contributor,Travel; Singapore--Description and travel; Singapore,Video recordings; Videorecording; Nonfiction television programs; Alexander Street Video,geography_anthropology_recreation,Singapore: the wired city,geography_anthropology_recreation; Travel; Singapore--Description and travel; Singapore; Video recordings; Videorecording; Nonfiction television programs,0.8
166,"Berry, Mary, 1763-1852",1763.0,1852.0,1,Contributor,"Berry, Agnes, 1764-1852--Correspondence; Berry, Mary, 1763-1852--Correspondence; England--Social life and customs",,,The Berry papers: being the correspondence hitherto unpublished of Mary and Agnes Berry (1763-1852),"Berry, Agnes, 1764-1852--Correspondence; Berry, Mary, 1763-1852--Correspondence; England--Social life and customs",0.6
167,"Berry, Mary, 1763-1852",1763.0,1852.0,1,Subject,"Berry, Agnes, 1764-1852--Correspondence; Berry, Mary, 1763-1852--Correspondence; England--Social life and customs",,,The Berry papers: being the correspondence hitherto unpublished of Mary and Agnes Berry (1763-1852),"Berry, Agnes, 1764-1852--Correspondence; Berry, Mary, 1763-1852--Correspondence; England--Social life and customs",0.6
168,"Berry, Mary, 1763-1852",1763.0,1852.0,1,Contributor,"Berry, Mary, 1763-1852; England--Social life and customs; Europe--Social life and customs",Autobiographies,,"Extracts of the journals and correspondence of Miss Berry, from the year 1783 to 1852","Berry, Mary, 1763-1852; England--Social life and customs; Europe--Social life and customs; Autobiographies",0.8
169,"Berry, Mary, 1763-1852",1763.0,1852.0,1,Subject,England--Social life and customs; Europe--Social life and customs,Autobiographies,,"Extracts of the journals and correspondence of Miss Berry, from the year 1783 to 1852",England--Social life and customs; Europe--Social life and customs; Autobiographies,0.8
170,"Berry, Mary, 1763-1852",1763.0,1852.0,1,Contributor,"Halifax, George Savile, Marquis of, 1633-1695",Biographies,,Some account of the life of Rachael Wriothesley Lady Russell,"Halifax, George Savile, Marquis of, 1633-1695; Biographies",0.8
171,"Laughlin, James, 1914-1997",1914.0,1997.0,1,Author,"Pound, Ezra, 1885-1972--Poetry; Williams, William Carlos, 1883-1963--Poetry; Pound, Ezra, 1885-1972; Williams, William Carlos, 1883-1963",Poetry,language_and_literature,Lines for Ezra Pound and William Carlos Williams,"language_and_literature; Pound, Ezra, 1885-1972--Poetry; Williams, William Carlos, 1883-1963--Poetry; Pound, Ezra, 1885-1972; Williams, William Carlos, 1883-1963; Poetry",0.8
172,"Benjamin, J. P. (Judah Philip), 1811-1884",1811.0,1884.0,1,Subject,Lawyers--United States--Biography; Jewish lawyers--United States--Biography; Legislators--United States--Biography; Jewish legislators--United States--Biography; Statesmen--Confederate States of America--Biography,,political_science; law,Judah Benjamin: Counselor to the Confederacy,political_science; law; Lawyers--United States--Biography; Jewish lawyers--United States--Biography; Legislators--United States--Biography; Jewish legislators--United States--Biography; Statesmen--Confederate States of America--Biography,0.4
173,"Benjamin, J. P. (Judah Philip), 1811-1884",1811.0,1884.0,1,Author,Secession--Speecehes in Congress; United States--Politics and government--1857-1861,Pamphlet,political_science,"Speech of Hon. J.P. Benjamin, of Louisiana, on the right of secession: delivered in the Senate of the United States, Dec. 31, 1860",political_science; Secession--Speecehes in Congress; United States--Politics and government--1857-1861; Pamphlet,0.6
174,"Campos, Haroldo de",,,1,Subject,"Campos, Haroldo de--Criticism and interpretation","Criticism, interpretation, etc.",,Haroldo de Campos para sempre,"Campos, Haroldo de--Criticism and interpretation; Criticism, interpretation, etc.",0.8
175,Riviere,,,1,Contributor,Susanna (Biblical figure)--Drama; Operas--Librettos; Susanna (Biblical figure),Drama,music; language_and_literature,La chaste Suzanne: opéra en quatre actes,music; language_and_literature; Susanna (Biblical figure)--Drama; Operas--Librettos; Susanna (Biblical figure); Drama,0.8
176,Riviere,,,1,Contributor,"Taxation--France; Mirabeau, Victor de Riquetti, marquis de, 1715-1789",,,L'Ami de la paix,"Taxation--France; Mirabeau, Victor de Riquetti, marquis de, 1715-1789",0.4
177,"Wilson, Woodrow, 1856-1924",1856.0,1924.0,1,Subject,"Wilson, Woodrow, 1856-1924--Literary style; English language--Style",,language_and_literature,An objective study of the speech style of Woodrow Wilson,"language_and_literature; Wilson, Woodrow, 1856-1924--Literary style; English language--Style",0.6
178,"Wilson, Woodrow, 1856-1924",1856.0,1924.0,1,Subject,"Wilson, Woodrow, 1856-1924--Literary style; English language--Style",,language_and_literature,An objective study of the speech style of Woodrow Wilson,"language_and_literature; Wilson, Woodrow, 1856-1924--Literary style; English language--Style",0.6
179,"Bloom, Harold",,,1,Contributor,German poetry--20th century--History and criticism,,history; language_and_literature,Modern German poetry,history; language_and_literature; German poetry--20th century--History and criticism,0.6
180,"Benjamin, J. P. (Judah Philip), 1811-1884",1811.0,1884.0,1,Contributor,United States--Politics and government--1857-1861; Democratic Party (U.S.),,political_science; fine_arts,"Defence of the national Democracy against the attack of Judge Douglas--constitutional rights of the states: Speech of Hon. J.P. Benjamin, of Louisiana",political_science; fine_arts; United States--Politics and government--1857-1861; Democratic Party (U.S.),0.6
181,Bilü 碧侶,,,24,Contributor,,Fiction,,Xiang jian huan; 相見歡; Wu mei ren; 霧美人; Lang zi; 浪子,Fiction,0.49
182,"Laughlin, James, 1914-1997",1914.0,1997.0,1,Subject,"Rexroth, Kenneth, 1905-1982--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence; Publishers and publishing--United States--Correspondence; Authors and publishers--United States--History--20th century",Biographies; personal correspondence; History; Personal correspondence,history; language_and_literature,Kenneth Rexroth and James Laughlin: selected letters,"history; language_and_literature; Rexroth, Kenneth, 1905-1982--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence; Publishers and publishing--United States--Correspondence; Authors and publishers--United States--History--20th century",0.8
183,"Laughlin, James, 1914-1997",1914.0,1997.0,1,Contributor,"Rexroth, Kenneth, 1905-1982--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence; Publishers and publishing--United States--Correspondence; Authors and publishers--United States--History--20th century",Biographies; personal correspondence; History; Personal correspondence,history; language_and_literature,Kenneth Rexroth and James Laughlin: selected letters,"history; language_and_literature; Rexroth, Kenneth, 1905-1982--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence; Publishers and publishing--United States--Correspondence; Authors and publishers--United States--History--20th century",1.0
184,"Laughlin, James, 1914-1997",1914.0,1997.0,1,Contributor,"Schwartz, Delmore, 1913-1966--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence",Biographies,fine_arts,Delmore Schwartz and James Laughlin: selected letters,"fine_arts; Schwartz, Delmore, 1913-1966--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence; Biographies",0.8
185,"Laughlin, James, 1914-1997",1914.0,1997.0,1,Subject,"Schwartz, Delmore, 1913-1966--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence",Biographies,fine_arts,Delmore Schwartz and James Laughlin: selected letters,"fine_arts; Schwartz, Delmore, 1913-1966--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence; Biographies",0.8
186,"Bloom, Harold",,,1,Contributor,American fiction--Women authors--History and criticism; American fiction--Women authors--Bio-bibliography; Women and literature--United States,,general_works; history; language_and_literature; bibliography_library_science,American women fiction writers,general_works; history; language_and_literature; bibliography_library_science; American fiction--Women authors--History and criticism; American fiction--Women authors--Bio-bibliography; Women and literature--United States,0.6
187,"Bloom, Harold",,,1,Subject,"Jews--Intellectual life; Judaism--20th century; Scholem, Gershom, 1897-1982; Ozick, Cynthia--Criticism and interpretation; American literature--Jewish authors--History and criticism",,philosophy_psychology_religion; history; language_and_literature,The ritual of new creation: Jewish tradition and contemporary literature,"philosophy_psychology_religion; history; language_and_literature; Jews--Intellectual life; Judaism--20th century; Scholem, Gershom, 1897-1982; Ozick, Cynthia--Criticism and interpretation",0.6
188,"Owen, David, -1623",,,1,Contributor,Brit Tracts--1663,,,"Herod and Pilate reconciled: or The concord of papists, anabaptists, and sectaries: against Scripture, Fathers, Councils, and other orthodoxal writers, for the coercion, deposition, and killing of kings",Brit Tracts--1663,0.6
189,"Owen, David, -1623",,,1,Contributor,Brit Tracts--1642,,,A persvvasion to loyalty or The svbjects dvtie: Wherein is proved that resisting or deposing of Kings (under what spccious [!] pretences sover couched) is utterly unlawfull.,Brit Tracts--1642,0.6
190,"Owen, David, -1623",,,1,Contributor,Brit Tracts--1642,,,"A persvvasion to loyalty, or The svbjects dvtie ...",Brit Tracts--1642,0.6
191,"Berry, Mary, 1763-1852",1763.0,1852.0,1,Contributor,England--Social life and customs; France--Social life and customs,,,A comparative view of social life in England and France: fromthe restoration of Charles the Second to the present time,England--Social life and customs; France--Social life and customs,0.6
192,"Campos, Haroldo de",,,1,Contributor,"Mallarmé, Stéphane, 1842-1898; Concrete poetry, Brazilian",,language_and_literature,Mallarmé,"language_and_literature; Mallarmé, Stéphane, 1842-1898; Concrete poetry, Brazilian",0.6
193,"Campos, Haroldo de",,,1,Contributor,"Cunha, Euclides da, 1866-1909. Sertões; Cunha, Euclides da, 1866-1909--Literary art",,fine_arts,Os sertões dos Campos: duas vezes Euclides,"fine_arts; Cunha, Euclides da, 1866-1909. Sertões; Cunha, Euclides da, 1866-1909--Literary art",0.6
194,"Campos, Haroldo de",,,1,Contributor,"Campos, Haroldo de. Finismundo",,,Sobre Finismundo--a última viagem,"Campos, Haroldo de. Finismundo",0.6
195,"Campos, Haroldo de",,,1,Subject,"Campos, Haroldo de. Finismundo",,,Sobre Finismundo--a última viagem,"Campos, Haroldo de. Finismundo",0.6
196,"Campos, Haroldo de",,,1,Contributor,"Campos, Haroldo de. Finismundo",,,Sobre Finismundo--a última viagem,"Campos, Haroldo de. Finismundo",0.8
197,"Wilson, Woodrow, 1856-1924",1856.0,1924.0,1,Subject,"Paris Peace Conference (1919-1920); Treaty of Versailles (1919); World War, 1914-1918--United States",,,Woodrow Wilson and the lost peace,"Paris Peace Conference (1919-1920); Treaty of Versailles (1919); World War, 1914-1918--United States",0.6
198,"Bloom, Harold",,,1,Contributor,"Angelou, Maya. I know why the caged bird sings; African American women authors--Biography--History and criticism; Women entertainers--Biography--History and criticism; Autobiography",,history; language_and_literature,Maya Angelou's I know why the caged bird sings,"history; language_and_literature; Angelou, Maya. I know why the caged bird sings; African American women authors--Biography--History and criticism; Women entertainers--Biography--History and criticism; Autobiography",0.6
199,"Niederstein, Peter",,,1,Contributor,"Schweitzer, Albert, 1875-1965; Niederstein, Peter",,,Schnittpunkte: Albert Schweitzer mit der Seele suchend,"Schweitzer, Albert, 1875-1965; Niederstein, Peter",0.6
200,"Niederstein, Peter",,,1,Subject,"Schweitzer, Albert, 1875-1965",,,Schnittpunkte: Albert Schweitzer mit der Seele suchend,"Schweitzer, Albert, 1875-1965",0.6
201,"Benjamin, J. P. (Judah Philip), 1811-1884",1811.0,1884.0,1,Subject,"Allan, Thompson; Benning, Henry L. (Henry Lewis), 1814-1875; Bragg, Thomas, 1810-1872; Cooper, Douglas Hancock, 1815-1879; Cowdin, V. G., Mrs. (Virginia Georgia), 1818-1882",Local government records; Military records; Passports; Receipts (financial records); State government records,history; political_science; fine_arts,Confederate States of America collection,"history; political_science; fine_arts; Allan, Thompson; Benning, Henry L. (Henry Lewis), 1814-1875; Bragg, Thomas, 1810-1872; Cooper, Douglas Hancock, 1815-1879",0.4
202,"Berry, Mary, 1763-1852",1763.0,1852.0,1,Contributor,Great Britain--History,,history,Horace Walpole's correspondence with Mary and Agnes Berry and Barbara Cecilia Seton,history; Great Britain--History,0.6
203,"Campos, Haroldo de",,,1,Contributor,"Brazilian poetry--20th century--Periodicals; Pound, Ezra, 1885-1972--Ownership; Laughlin, James, 1914---Presentation inscription from A. de Campos; Campos, Augusto de--Presentation inscription to J. Laughlin; Laughlin, James, 1914---Presentation inscription from H. de Campos",Concrete poetry; Little magazines,general_works; language_and_literature,Noigandres,"general_works; language_and_literature; Brazilian poetry--20th century--Periodicals; Pound, Ezra, 1885-1972--Ownership; Laughlin, James, 1914---Presentation inscription from A. de Campos; Campos, Augusto de--Presentation inscription to J. Laughlin; Laughlin, James, 1914---Presentation inscription from H. de Campos",0.6
204,"Campos, Haroldo de",,,1,Associated person,"Brazilian poetry--20th century--Periodicals; Pound, Ezra, 1885-1972--Ownership; Laughlin, James, 1914---Presentation inscription from A. de Campos; Campos, Augusto de--Presentation inscription to J. Laughlin; Laughlin, James, 1914---Presentation inscription from H. de Campos",Concrete poetry; Little magazines,general_works; language_and_literature,Noigandres,"general_works; language_and_literature; Brazilian poetry--20th century--Periodicals; Pound, Ezra, 1885-1972--Ownership; Laughlin, James, 1914---Presentation inscription from A. de Campos; Campos, Augusto de--Presentation inscription to J. Laughlin; Laughlin, James, 1914---Presentation inscription from H. de Campos",0.6
205,"Campos, Haroldo de",,,1,Associated person,"Brazilian poetry--20th century--Periodicals; Pound, Ezra, 1885-1972--Ownership; Laughlin, James, 1914---Presentation inscription from A. de Campos; Campos, Augusto de--Presentation inscription to J. Laughlin; Laughlin, James, 1914---Presentation inscription from H. de Campos",Concrete poetry; Little magazines,general_works; language_and_literature,Noigandres,"general_works; language_and_literature; Brazilian poetry--20th century--Periodicals; Pound, Ezra, 1885-1972--Ownership; Laughlin, James, 1914---Presentation inscription from A. de Campos; Campos, Augusto de--Presentation inscription to J. Laughlin; Laughlin, James, 1914---Presentation inscription from H. de Campos",0.6
206,"Campos, Haroldo de",,,1,Contributor,,Fiction,,Galaxies,Fiction,0.6
207,"Campos, Haroldo de",,,1,Contributor,Literature--History and criticism; Culture,,history; language_and_literature,O arco-íris branco: ensaios de literatura e cultura,history; language_and_literature; Literature--History and criticism; Culture,0.6
208,"Campos, Haroldo de",,,1,Contributor,"Concrete poetry, Brazilian; Concrete poetry, Brazilian--History and criticism; Brazilian poetry--20th century--History and criticism",,history; language_and_literature,Galaxia concreta,"history; language_and_literature; Concrete poetry, Brazilian; Concrete poetry, Brazilian--History and criticism; Brazilian poetry--20th century--History and criticism",0.6
209,"Wilson, Woodrow, 1856-1924",1856.0,1924.0,1,Subject,"World War, 1914-1918--Diplomatic history",,history,Peace without victory: Woodrow Wilson and the British liberals,"history; World War, 1914-1918--Diplomatic history",0.4
210,"Wilson, Woodrow, 1856-1924",1856.0,1924.0,1,Subject,Political science,,political_science; science,Woodrow Wilson's political ideals as interpreted from his works,political_science; science; Political science,0.6
211,"Wilson, Woodrow, 1856-1924",1856.0,1924.0,1,Subject,,Biographies,,"The story of Woodrow Wilson: twenty-eighth president of the United States, pioneer of world democracy",Biographies,0.4
212,"Wilson, Woodrow, 1856-1924",1856.0,1924.0,1,Subject,"Hughes, Thomas Lowe, 1925---Autograph",Biographies,,Woodrow Wilson: the unforgettable figure who has returned to haunt us,"Hughes, Thomas Lowe, 1925---Autograph; Biographies",0.8
213,"Benjamin, J. P. (Judah Philip), 1811-1884",1811.0,1884.0,1,Subject,,Biographies,,"Judah P. Benjamin, statesman of the lost cause",Biographies,0.6
214,"Olson, Steve, 1956-",1956.0,,1,Contributor,Human population genetics; Physical anthropology and history; Human genetics--Variation; Human beings--Migrations,,history; geography_anthropology_recreation,Mapping human history: discovering the past through our genes,history; geography_anthropology_recreation; Human population genetics; Physical anthropology and history; Human genetics--Variation; Human beings--Migrations,0.6
215,"Berry, Mary, 1763-1852",1763.0,1852.0,1,Editor,"Russell, Rachel, Lady, 1636-1723; Halifax, George Savile, Marquis of, 1633-1695; Annotations (Provenance)--19th century",,,"Some account of the life of Rachael Wriothesley, Lady Russell","Russell, Rachel, Lady, 1636-1723; Halifax, George Savile, Marquis of, 1633-1695; Annotations (Provenance)--19th century",0.6
216,"Campos, Haroldo de",,,1,Contributor,"Ríos, Julián. Larva",,,Palabras para Larva,"Ríos, Julián. Larva",0.6
217,"Campos, Haroldo de",,,1,Contributor,Poetry--History and criticism,,history; language_and_literature,"A arte no horizonte do provável, e outros ensaios",history; language_and_literature; Poetry--History and criticism,0.6
218,"Laughlin, James, 1914-1997",1914.0,1997.0,1,Contributor,"Laughlin, James, 1914-1997; Poets, American--20th century--Biography; Publishers and publishing--United States--Biography; Literature publishing--United States--History--20th century",Autobiographies,history; language_and_literature,The way it wasn't: from the files of James Laughlin,"history; language_and_literature; Laughlin, James, 1914-1997; Poets, American--20th century--Biography; Publishers and publishing--United States--Biography; Literature publishing--United States--History--20th century; Autobiographies",0.8
219,"Laughlin, James, 1914-1997",1914.0,1997.0,1,Subject,"Poets, American--20th century--Biography; Publishers and publishing--United States--Biography; Literature publishing--United States--History--20th century",Autobiographies,history; language_and_literature,The way it wasn't: from the files of James Laughlin,"history; language_and_literature; Poets, American--20th century--Biography; Publishers and publishing--United States--Biography; Literature publishing--United States--History--20th century; Autobiographies",0.8
220,"Laughlin, James, 1914-1997",1914.0,1997.0,1,Contributor,"Laughlin, James, 1914-1997--Poetry; Poets--Poetry; Publishers and publishing--Poetry",,language_and_literature,Byways: a memoir,"language_and_literature; Laughlin, James, 1914-1997--Poetry; Poets--Poetry; Publishers and publishing--Poetry",0.6
221,"Laughlin, James, 1914-1997",1914.0,1997.0,1,Subject,"Laughlin, James, 1914-1997--Poetry; Poets--Poetry; Publishers and publishing--Poetry",,language_and_literature,Byways: a memoir,"language_and_literature; Laughlin, James, 1914-1997--Poetry; Poets--Poetry; Publishers and publishing--Poetry",0.6
222,"Wilson, Woodrow, 1856-1924",1856.0,1924.0,1,Subject,Public administration--United States--History,,history; political_science,Democracy and administration: Woodrow Wilson's ideas and the challenges of public management,history; political_science; Public administration--United States--History,0.6
223,"Bloom, Harold",,,1,Contributor,"Wilder, Thornton, 1897-1975--Criticism and interpretation",,,Thornton Wilder,"Wilder, Thornton, 1897-1975--Criticism and interpretation",0.6
224,"Bloom, Harold",,,1,Contributor,"Lee, Harper. To kill a mockingbird; Fathers and daughters in literature; Race relations in literature; Lawyers in literature; Racism in literature",,law; language_and_literature,Harper Lee's To kill a mockingbird,"law; language_and_literature; Lee, Harper. To kill a mockingbird; Fathers and daughters in literature; Race relations in literature; Lawyers in literature; Racism in literature",0.6
225,"Benjamin, J. P. (Judah Philip), 1811-1884",1811.0,1884.0,1,Contributor,Sales--Great Britain; Sales--United States; Sales--France; Personal property,,,A treatise on the law of sale of personal property: with references to the American decisions and to the French code and civil law,Sales--Great Britain; Sales--United States; Sales--France; Personal property,0.6
226,"Benjamin, J. P. (Judah Philip), 1811-1884",1811.0,1884.0,1,Contributor,Sales--Great Britain; Sales--France,,,A treatise on the law of sale of personal property: with references to the French code and civil law,Sales--Great Britain; Sales--France,0.6
227,"Benjamin, J. P. (Judah Philip), 1811-1884",1811.0,1884.0,1,Contributor,Sales--Great Britain; Sales--United States; Sales--France; Personal property,,,A treatise on the law of sale of personal property: with references to the American decisions and to the French code and civil law,Sales--Great Britain; Sales--United States; Sales--France; Personal property,0.6
228,"Benjamin, J. P. (Judah Philip), 1811-1884",1811.0,1884.0,1,Contributor,Sales--Great Britain; Sales--United States; Sales--France; Personal property,,,A treatise on the law of sale of personal property: with references to the American decisions and to the French code and civil law,Sales--Great Britain; Sales--United States; Sales--France; Personal property,0.6
229,"Olson, Steve, 1956-",1956.0,,1,Contributor,Biology; Bioethics,,philosophy_psychology_religion; science,Shaping the future: biology and human values,philosophy_psychology_religion; science; Biology; Bioethics,0.6
230,"Olson, Steve, 1956-",1956.0,,1,Contributor,Evolution (Biology)--Hawaii; Species--Hawaii; Isolating mechanisms--Hawaii; Evolution (Biology)--Study and teaching; Science--Study and teaching,,education; science,Evolution in Hawaii: a supplement to teaching about evolution and the nature of science,education; science; Evolution (Biology)--Hawaii; Species--Hawaii; Isolating mechanisms--Hawaii; Evolution (Biology)--Study and teaching; Science--Study and teaching,0.6
231,"Stewart, David",,,1,Author,Investment advisors--Certification; Investment analysis--Examinations--Study guides; Portfolio management--Examinations--Study guides,,,InsidersChoice to CFA 2007 level I certification: The candidate's guide to Chartered Financial Analyst learning outcome statements,Investment advisors--Certification; Investment analysis--Examinations--Study guides; Portfolio management--Examinations--Study guides,0.6
232,"Berry, Mary, 1763-1852",1763.0,1852.0,1,Subject,"Berry, Mary, 1763-1852. Fashionable friends; King, Thomas, 1730-1805. Lovers' quarrels; Strawberry Hill (Twickenham, London, England); Theater--England; Brit tracts--1801",Playbills,,"Theatre, Strawberry Hill, November 1801, will be presented an entirely new comedy in five acts called The Fashionable friends: ... The prologue to be spoken by the Earl of Mount Edgcumbe. To which will be added Lover's quarrels ... Hon. Mrs. Damer","Berry, Mary, 1763-1852. Fashionable friends; King, Thomas, 1730-1805. Lovers' quarrels; Strawberry Hill (Twickenham, London, England); Theater--England; Brit tracts--1801; Playbills",0.6
233,"Campos, Haroldo de",,,1,Contributor,"Campos, Haroldo de--Translations into Spanish",,,"El ángel izquierdo de la poesía : poética y política, antología","Campos, Haroldo de--Translations into Spanish",0.6
234,"Campos, Haroldo de",,,1,Subject,"Campos, Haroldo de--Translations into Spanish",,,"El ángel izquierdo de la poesía : poética y política, antología","Campos, Haroldo de--Translations into Spanish",0.6
235,"Campos, Haroldo de",,,1,Author,"1900-1999; Brazilian poetry--20th century; Brazilian poetry; Bonvicino, Régis R.--Presentation inscription to R. DiPalma; DiPalma, Ray--Presentation inscription from R. Bonvicino",,language_and_literature,Desencontrários: 6 poetas brasileiros = Unencontraries : 6 Brazilian poets,"language_and_literature; 1900-1999; Brazilian poetry--20th century; Brazilian poetry; Bonvicino, Régis R.--Presentation inscription to R. DiPalma; DiPalma, Ray--Presentation inscription from R. Bonvicino",0.6
236,"Campos, Haroldo de",,,1,Contributor,"Campos, Haroldo de--Translations into English; Campos, Haroldo de--Criticism and interpretation",,,Novas: selected writings,"Campos, Haroldo de--Translations into English; Campos, Haroldo de--Criticism and interpretation",0.6
