record,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,id,null_field_count,birth_year,death_year,name_without_dates,has_life_dates,pub_year,normalized_name,context,primary_context,domain_context,context_completeness,entity_mentions,has_vector,primary_domain,temp_cluster,cluster_id,canonical_name
"Subject: Owen, Robert Dale, 1801-1877
Title: ""Made in Germany."" The Hon. Joseph G. Cannon's definition of international socialism, by L. White Busbey. Saturday Evening Post, December 7, 1913 (Copyrighted). March 1, 1919. -- Ordered to be printed
Subjects: Cannon, Joseph Gurney, 1836-1926; Owen, Robert; National Nonpartisan League; New Harmony Society; Socialist International (1889-1922); Communal settlements; Labor movement; Social classes; Socialism; World War I (1914-1918); Germany (to 1949; 1990- )
Genres: Statistics
Provision information: Washington, DC: 1919","60017$aOwen, Robert Dale,$d1801-1877.$2Readex congressional thesaurus","Owen, Robert Dale, 1801-1877",Subject,"""Made in Germany."" The Hon. Joseph G. Cannon's definition of international socialism, by L. White Busbey. Saturday Evening Post, December 7, 1913 (Copyrighted). March 1, 1919. -- Ordered to be printed",,"Washington, DC: 1919","Cannon, Joseph Gurney, 1836-1926; Owen, Robert; National Nonpartisan League; New Harmony Society; Socialist International (1889-1922); Communal settlements; Labor movement; Social classes; Socialism; World War I (1914-1918); Germany (to 1949; 1990- )",Statistics,,10833844,10833844#Agent600-20,2,1801,1877,"Owen, Robert Dale",True,1919,owen robert dale,"Owen, Robert Dale, 1801-1877 ""Made in Germany."" The Hon. Joseph G. Cannon's definition of international socialism, by L. White Busbey. Saturday Evening Post, December 7, 1913 (Copyrighted). March 1, 1919. -- Ordered to be printed Subject Cannon, Joseph Gurney, 1836-1926; Owen, Robert; National Nonpartisan League; New Harmony Society; Socialist International (1889-1922); Communal settlements; Labor movement; Social classes; Socialism; World War I (1914-1918); Germany (to 1949; 1990- ) Statistics ","Owen, Robert Dale, 1801-1877 ""Made in Germany."" The Hon. Joseph G. Cannon's definition of international socialism, by L. White Busbey. Saturday Evening Post, December 7, 1913 (Copyrighted). March 1, 1919. -- Ordered to be printed Subject","Cannon, Joseph Gurney, 1836-1926; Owen, Robert; National Nonpartisan League; New Harmony Society; Socialist International (1889-1922); Communal settlements; Labor movement; Social classes; Socialism; World War I (1914-1918); Germany (to 1949; 1990- ) Statistics",0.6,Cannon;Communal;Copyrighted;December;Germany;Joseph;Joseph Gurney;Labor;Made;March;National Nonpartisan League;New Harmony Society;Ordered;Owen;Robert;Saturday Evening Post;Social;Socialism;Socialist International;Subject;The Hon;White Busbey;World War,True,music;fine_arts,151.0,26,"Bolton, Robert, 1572-1631"
"Subject: Owen, Robert
Title: ""Made in Germany."" The Hon. Joseph G. Cannon's definition of international socialism, by L. White Busbey. Saturday Evening Post, December 7, 1913 (Copyrighted). March 1, 1919. -- Ordered to be printed
Subjects: Cannon, Joseph Gurney, 1836-1926; Owen, Robert Dale, 1801-1877; National Nonpartisan League; New Harmony Society; Socialist International (1889-1922); Communal settlements; Labor movement; Social classes; Socialism; World War I (1914-1918); Germany (to 1949; 1990- )
Genres: Statistics
Provision information: Washington, DC: 1919","60017$aOwen, Robert.$2Readex congressional thesaurus","Owen, Robert",Subject,"""Made in Germany."" The Hon. Joseph G. Cannon's definition of international socialism, by L. White Busbey. Saturday Evening Post, December 7, 1913 (Copyrighted). March 1, 1919. -- Ordered to be printed",,"Washington, DC: 1919","Cannon, Joseph Gurney, 1836-1926; Owen, Robert Dale, 1801-1877; National Nonpartisan League; New Harmony Society; Socialist International (1889-1922); Communal settlements; Labor movement; Social classes; Socialism; World War I (1914-1918); Germany (to 1949; 1990- )",Statistics,,10833844,10833844#Agent600-21,2,,,"Owen, Robert",False,1919,owen robert,"Owen, Robert ""Made in Germany."" The Hon. Joseph G. Cannon's definition of international socialism, by L. White Busbey. Saturday Evening Post, December 7, 1913 (Copyrighted). March 1, 1919. -- Ordered to be printed Subject Cannon, Joseph Gurney, 1836-1926; Owen, Robert Dale, 1801-1877; National Nonpartisan League; New Harmony Society; Socialist International (1889-1922); Communal settlements; Labor movement; Social classes; Socialism; World War I (1914-1918); Germany (to 1949; 1990- ) Statistics ","Owen, Robert ""Made in Germany."" The Hon. Joseph G. Cannon's definition of international socialism, by L. White Busbey. Saturday Evening Post, December 7, 1913 (Copyrighted). March 1, 1919. -- Ordered to be printed Subject","Cannon, Joseph Gurney, 1836-1926; Owen, Robert Dale, 1801-1877; National Nonpartisan League; New Harmony Society; Socialist International (1889-1922); Communal settlements; Labor movement; Social classes; Socialism; World War I (1914-1918); Germany (to 1949; 1990- ) Statistics",0.6,Cannon;Communal;Copyrighted;December;Germany;Joseph;Joseph Gurney;Labor;Made;March;National Nonpartisan League;New Harmony Society;Ordered;Owen;Robert Dale;Saturday Evening Post;Social;Socialism;Socialist International;Subject;The Hon;White Busbey;World War,True,music;fine_arts,102.0,26,"Bolton, Robert, 1572-1631"
"Contributor: Owen, Robert, 1771-1858
Title: Part I of the new existence of man upon the earth: to which are added an outline of Mr. Owen's early life, and an appendix, containing his addresses, &c. published in 1815 & 1817
Variant titles: New existence of man upon the earth
Attribution: by Robert Owen
Subjects: Owen, Robert, 1771-1858; Socialism; Social problems
Provision information: London: E. Wilson, (M'Gowan and Co., printers), 1854","1001 $aOwen, Robert,$d1771-1858.","Owen, Robert, 1771-1858",Contributor,"Part I of the new existence of man upon the earth: to which are added an outline of Mr. Owen's early life, and an appendix, containing his addresses, &c. published in 1815 & 1817",by Robert Owen,"London: E. Wilson, (M'Gowan and Co., printers), 1854","Owen, Robert, 1771-1858; Socialism; Social problems",,,11061106,11061106#Agent100-11,2,1771,1858,"Owen, Robert",True,1854,owen robert,"Owen, Robert, 1771-1858 Part I of the new existence of man upon the earth: to which are added an outline of Mr. Owen's early life, and an appendix, containing his addresses, &c. published in 1815 & 1817 Contributor Owen, Robert, 1771-1858; Socialism; Social problems  ","Owen, Robert, 1771-1858 Part I of the new existence of man upon the earth: to which are added an outline of Mr. Owen's early life, and an appendix, containing his addresses, &c. published in 1815 & 1817 Contributor","Owen, Robert, 1771-1858; Socialism; Social problems ",0.6,Contributor;Owen;Part;Robert;Social;Socialism,True,,29.0,26,"Bolton, Robert, 1572-1631"
"Subject: Owen, Robert, 1771-1858
Title: Part I of the new existence of man upon the earth: to which are added an outline of Mr. Owen's early life, and an appendix, containing his addresses, &c. published in 1815 & 1817
Variant titles: New existence of man upon the earth
Attribution: by Robert Owen
Subjects: Socialism; Social problems
Provision information: London: E. Wilson, (M'Gowan and Co., printers), 1854","60010$aOwen, Robert,$d1771-1858.","Owen, Robert, 1771-1858",Subject,"Part I of the new existence of man upon the earth: to which are added an outline of Mr. Owen's early life, and an appendix, containing his addresses, &c. published in 1815 & 1817",by Robert Owen,"London: E. Wilson, (M'Gowan and Co., printers), 1854",Socialism; Social problems,,,11061106,11061106#Agent600-20,2,1771,1858,"Owen, Robert",True,1854,owen robert,"Owen, Robert, 1771-1858 Part I of the new existence of man upon the earth: to which are added an outline of Mr. Owen's early life, and an appendix, containing his addresses, &c. published in 1815 & 1817 Subject Socialism; Social problems  ","Owen, Robert, 1771-1858 Part I of the new existence of man upon the earth: to which are added an outline of Mr. Owen's early life, and an appendix, containing his addresses, &c. published in 1815 & 1817 Subject",Socialism; Social problems ,0.6,Owen;Part;Social;Socialism;Subject,True,,29.0,26,"Bolton, Robert, 1572-1631"
"Contributor: Owen, Robert, 1771-1858
Title: The life of Robert Owen
Variant titles: Supplementary appendix to the first volume of the life of Robert Owen
Attribution: written by himself ; with selections from his writings and correspondence
Subjects: Owen, Robert, 1771-1858; Poor--Great Britain; Indiana
Genres: Biographies
Provision information: London: E. Wilson, 1857-1858","1001 $aOwen, Robert,$d1771-1858.","Owen, Robert, 1771-1858",Contributor,The life of Robert Owen,written by himself ; with selections from his writings and correspondence,"London: E. Wilson, 1857-1858","Owen, Robert, 1771-1858; Poor--Great Britain; Indiana",Biographies,,11063461,11063461#Agent100-12,1,1771,1858,"Owen, Robert",True,1857,owen robert,"Owen, Robert, 1771-1858 The life of Robert Owen Contributor Owen, Robert, 1771-1858; Poor--Great Britain; Indiana Biographies ","Owen, Robert, 1771-1858 The life of Robert Owen Contributor","Owen, Robert, 1771-1858; Poor--Great Britain; Indiana Biographies",0.8,Contributor;Great Britain;Indiana;Owen;Poor;Robert;Robert Owen,True,,29.0,26,"Bolton, Robert, 1572-1631"
"Subject: Owen, Robert, 1771-1858
Title: The life of Robert Owen
Variant titles: Supplementary appendix to the first volume of the life of Robert Owen
Attribution: written by himself ; with selections from his writings and correspondence
Subjects: Poor--Great Britain; Indiana
Genres: Biographies
Provision information: London: E. Wilson, 1857-1858","60010$aOwen, Robert,$d1771-1858.","Owen, Robert, 1771-1858",Subject,The life of Robert Owen,written by himself ; with selections from his writings and correspondence,"London: E. Wilson, 1857-1858",Poor--Great Britain; Indiana,Biographies,,11063461,11063461#Agent600-23,1,1771,1858,"Owen, Robert",True,1857,owen robert,"Owen, Robert, 1771-1858 The life of Robert Owen Subject Poor--Great Britain; Indiana Biographies ","Owen, Robert, 1771-1858 The life of Robert Owen Subject",Poor--Great Britain; Indiana Biographies,0.8,Great Britain;Indiana;Poor;Robert Owen;Subject,True,,29.0,26,"Bolton, Robert, 1572-1631"
"Subject: Sima, Qian, approximately 145 B.C.-approximately 86 B.C.司馬遷, approximately 145 B.C.-approximately 86 B.C.
Title: Yomitsugareru shiki: Shiba Sen no denki bungaku; 読み継がれる史記: 司馬遷の伝記文学
Attribution: Taniguchi Tadashi谷口匡
Subjects: Chinese literature--To 221 B.C.--History and criticism; Sima, Qian, approximately 145 B.C.-approximately 86 B.C. Shi ji; 司馬遷, approximately 145 B.C.-approximately 86 B.C. 史記; Japanese literature--Chinese influences
Provision information: Tōkyō; 東京: Hanawa Shobō, 塙書房, 2012, 2012; Shohan; 初版","60010$6880-06$aSima, Qian,$dapproximately 145 B.C.-approximately 86 B.C.$tShi ji. 88014$6600-06$a司馬遷,$dapproximately 145 B.C.-approximately 86 B.C.$t史記.","Sima, Qian, approximately 145 B.C.-approximately 86 B.C. 司馬遷, approximately 145 B.C.-approximately 86 B.C.",Subject,Yomitsugareru shiki: Shiba Sen no denki bungaku; 読み継がれる史記: 司馬遷の伝記文学,Taniguchi Tadashi 谷口匡,"Tōkyō; 東京: Hanawa Shobō, 塙書房, 2012, 2012 Shohan 初版","Chinese literature--To 221 B.C.--History and criticism; Sima, Qian, approximately 145 B.C.-approximately 86 B.C. Shi ji; 司馬遷, approximately 145 B.C.-approximately 86 B.C. 史記; Japanese literature--Chinese influences",,,11172403,11172403#Agent600-21,2,,,"Sima, Qian, approximately 145 B.C.-approximately 86 B.C. 司馬遷, approximately 145 B.C.-approximately 86 B.C.",False,2012,sima qian approximately 145 b c approximately 86 b c 司馬遷 approximately 145 b c approximately 86 b c,"Sima, Qian, approximately 145 B.C.-approximately 86 B.C. 司馬遷, approximately 145 B.C.-approximately 86 B.C. Yomitsugareru shiki: Shiba Sen no denki bungaku; 読み継がれる史記: 司馬遷の伝記文学 Subject Chinese literature--To 221 B.C.--History and criticism; Sima, Qian, approximately 145 B.C.-approximately 86 B.C. Shi ji; 司馬遷, approximately 145 B.C.-approximately 86 B.C. 史記; Japanese literature--Chinese influences  ","Sima, Qian, approximately 145 B.C.-approximately 86 B.C. 司馬遷, approximately 145 B.C.-approximately 86 B.C. Yomitsugareru shiki: Shiba Sen no denki bungaku; 読み継がれる史記: 司馬遷の伝記文学 Subject","Chinese literature--To 221 B.C.--History and criticism; Sima, Qian, approximately 145 B.C.-approximately 86 B.C. Shi ji; 司馬遷, approximately 145 B.C.-approximately 86 B.C. 史記; Japanese literature--Chinese influences ",0.6,Chinese;History;Japanese;Qian;Shiba Sen;Sima;Subject;Yomitsugareru,True,history;language_and_literature,30.0,31,"Sima, Qian, approximately 145 B.C.-approximately 86 B.C. 司马迁, approximately 145 B.C.-approximately 86 B.C."
"Subject: Buchan, John
Title: Legal guardian of John Buchan and Lawrence Gillingham, minors. November 27, 1945. -- Committed to the Committee of the Whole House and ordered to be printed.
Subjects: Gillingham, Lawrence; United States. Immigration and Naturalization Service (1933- ); Claims; Legislative amendments; Traffic accidents; Brooklyn, New York; New York, New York
Genres: Statistics; Legislative Report - Private Bills
Provision information: Washington, DC: 1945","60017$aBuchan, John.$2Readex congressional thesaurus","Buchan, John",Subject,"Legal guardian of John Buchan and Lawrence Gillingham, minors. November 27, 1945. -- Committed to the Committee of the Whole House and ordered to be printed.",,"Washington, DC: 1945","Gillingham, Lawrence; United States. Immigration and Naturalization Service (1933- ); Claims; Legislative amendments; Traffic accidents; Brooklyn, New York; New York, New York",Statistics; Legislative Report - Private Bills,,10908906,10908906#Agent600-19,2,,,"Buchan, John",False,1945,buchan john,"Buchan, John Legal guardian of John Buchan and Lawrence Gillingham, minors. November 27, 1945. -- Committed to the Committee of the Whole House and ordered to be printed. Subject Gillingham, Lawrence; United States. Immigration and Naturalization Service (1933- ); Claims; Legislative amendments; Traffic accidents; Brooklyn, New York; New York, New York Statistics; Legislative Report - Private Bills ","Buchan, John Legal guardian of John Buchan and Lawrence Gillingham, minors. November 27, 1945. -- Committed to the Committee of the Whole House and ordered to be printed. Subject","Gillingham, Lawrence; United States. Immigration and Naturalization Service (1933- ); Claims; Legislative amendments; Traffic accidents; Brooklyn, New York; New York, New York Statistics; Legislative Report - Private Bills",0.6,Brooklyn;Claims;Committed;Committee;Gillingham;Immigration;John Buchan;Lawrence;Lawrence Gillingham;Legal;Legislative;Naturalization Service;New York;November;Subject;Traffic;United States;Whole House,True,law,152.0,1,"Newman, John Henry, 1801-1890"
"Subject: Buchan, John
Title: Legal guardian of John Buchan and Lawrence Gillingham, minors. February 20, 1946. -- Ordered to be printed.
Subjects: Gillingham, Lawrence; United States. Immigration and Naturalization Service (1933- ); Claims; Legislative amendments; Traffic accidents; Brooklyn, New York; New York, New York
Genres: Statistics; Legislative Report - Private Bills
Provision information: Washington, DC: 1946","60017$aBuchan, John.$2Readex congressional thesaurus","Buchan, John",Subject,"Legal guardian of John Buchan and Lawrence Gillingham, minors. February 20, 1946. -- Ordered to be printed.",,"Washington, DC: 1946","Gillingham, Lawrence; United States. Immigration and Naturalization Service (1933- ); Claims; Legislative amendments; Traffic accidents; Brooklyn, New York; New York, New York",Statistics; Legislative Report - Private Bills,,10909582,10909582#Agent600-19,2,,,"Buchan, John",False,1946,buchan john,"Buchan, John Legal guardian of John Buchan and Lawrence Gillingham, minors. February 20, 1946. -- Ordered to be printed. Subject Gillingham, Lawrence; United States. Immigration and Naturalization Service (1933- ); Claims; Legislative amendments; Traffic accidents; Brooklyn, New York; New York, New York Statistics; Legislative Report - Private Bills ","Buchan, John Legal guardian of John Buchan and Lawrence Gillingham, minors. February 20, 1946. -- Ordered to be printed. Subject","Gillingham, Lawrence; United States. Immigration and Naturalization Service (1933- ); Claims; Legislative amendments; Traffic accidents; Brooklyn, New York; New York, New York Statistics; Legislative Report - Private Bills",0.6,Brooklyn;Claims;February;Gillingham;Immigration;John Buchan;Lawrence;Lawrence Gillingham;Legal;Legislative;Naturalization Service;New York;Ordered;Subject;Traffic;United States,True,law,152.0,1,"Newman, John Henry, 1801-1890"
"Contributor: Mauriac, François, 1885-1970
Title: François Mauriac de l'Académie Française
Subjects: French literature--Phonorecords
Provision information: Paris: Philips, [196-?]","1001 $aMauriac, François,$d1885-1970.","Mauriac, François, 1885-1970",Contributor,François Mauriac de l'Académie Française,,"Paris: Philips, [196-?]",French literature--Phonorecords,,,11051107,11051107#Agent100-9,3,1885,1970,"Mauriac, François",True,,mauriac françois,"Mauriac, François, 1885-1970 François Mauriac de l'Académie Française Contributor French literature--Phonorecords  ","Mauriac, François, 1885-1970 François Mauriac de l'Académie Française Contributor",French literature--Phonorecords ,0.4,Acade;Contributor;Franc;French;Mauriac;Phonorecords,True,language_and_literature,35.0,35,"Mauriac, François, 1885-1970"
"Performer: Mauriac, François, 1885-1970
Title: François Mauriac de l'Académie Française
Subjects: French literature--Phonorecords
Provision information: Paris: Philips, [196-?]","7001 $aMauriac, François,$d1885-1970.$4prf","Mauriac, François, 1885-1970",Performer,François Mauriac de l'Académie Française,,"Paris: Philips, [196-?]",French literature--Phonorecords,,,11051107,11051107#Agent700-20,3,1885,1970,"Mauriac, François",True,,mauriac françois,"Mauriac, François, 1885-1970 François Mauriac de l'Académie Française Performer French literature--Phonorecords  ","Mauriac, François, 1885-1970 François Mauriac de l'Académie Française Performer",French literature--Phonorecords ,0.4,Acade;Franc;French;Mauriac;Performer;Phonorecords,True,language_and_literature,35.0,35,"Mauriac, François, 1885-1970"
"Contributor: Mauriac, François, 1885-1970
Title: François Mauriac de l'Académie Française
Related work: Vie de Jésus
Subjects: French literature--Phonorecords
Provision information: Paris: Philips, [196-?]","70012$aMauriac, François,$d1885-1970.$tVie de Jésus.","Mauriac, François, 1885-1970",Contributor,François Mauriac de l'Académie Française,,"Paris: Philips, [196-?]",French literature--Phonorecords,,Vie de Jésus,11051107,11051107#Agent700-23,2,1885,1970,"Mauriac, François",True,,mauriac françois,"Mauriac, François, 1885-1970 François Mauriac de l'Académie Française Contributor French literature--Phonorecords  Vie de Jésus","Mauriac, François, 1885-1970 François Mauriac de l'Académie Française Contributor",French literature--Phonorecords ,0.6,Acade;Contributor;Franc;French;Mauriac;Phonorecords,True,language_and_literature,35.0,35,"Mauriac, François, 1885-1970"
"Contributor: Mauriac, François, 1885-1970
Title: François Mauriac de l'Académie Française
Related work: Malagar
Subjects: French literature--Phonorecords
Provision information: Paris: Philips, [196-?]","70012$aMauriac, François,$d1885-1970.$tMalagar.","Mauriac, François, 1885-1970",Contributor,François Mauriac de l'Académie Française,,"Paris: Philips, [196-?]",French literature--Phonorecords,,Malagar,11051107,11051107#Agent700-24,2,1885,1970,"Mauriac, François",True,,mauriac françois,"Mauriac, François, 1885-1970 François Mauriac de l'Académie Française Contributor French literature--Phonorecords  Malagar","Mauriac, François, 1885-1970 François Mauriac de l'Académie Française Contributor",French literature--Phonorecords ,0.6,Acade;Contributor;Franc;French;Mauriac;Phonorecords,True,language_and_literature,35.0,35,"Mauriac, François, 1885-1970"
"Contributor: Mauriac, François, 1885-1970
Title: François Mauriac de l'Académie Française
Related work: Mozart
Subjects: French literature--Phonorecords
Provision information: Paris: Philips, [196-?]","70012$aMauriac, François,$d1885-1970.$tMozart.","Mauriac, François, 1885-1970",Contributor,François Mauriac de l'Académie Française,,"Paris: Philips, [196-?]",French literature--Phonorecords,,Mozart,11051107,11051107#Agent700-25,2,1885,1970,"Mauriac, François",True,,mauriac françois,"Mauriac, François, 1885-1970 François Mauriac de l'Académie Française Contributor French literature--Phonorecords  Mozart","Mauriac, François, 1885-1970 François Mauriac de l'Académie Française Contributor",French literature--Phonorecords ,0.6,Acade;Contributor;Franc;French;Mauriac;Phonorecords,True,language_and_literature,35.0,35,"Mauriac, François, 1885-1970"
"Contributor: Mauriac, François, 1885-1970
Title: François Mauriac de l'Académie Française
Version of: Selections
Subjects: French literature--Phonorecords
Provision information: Paris: Philips, [196-?]","1001 $aMauriac, François,$d1885-1970.","Mauriac, François, 1885-1970",Contributor,François Mauriac de l'Académie Française,,"Paris: Philips, [196-?]",French literature--Phonorecords,,Selections,11051107,11051107#Hub240-10-Agent,2,1885,1970,"Mauriac, François",True,,mauriac françois,"Mauriac, François, 1885-1970 François Mauriac de l'Académie Française Contributor French literature--Phonorecords  Selections","Mauriac, François, 1885-1970 François Mauriac de l'Académie Française Contributor",French literature--Phonorecords ,0.6,Acade;Contributor;Franc;French;Mauriac;Phonorecords,True,language_and_literature,35.0,35,"Mauriac, François, 1885-1970"
"Subject: Koch, Robert
Title: Annual report of the Board of Regents of the Smithsonian Institution showing the operations, expenditures, and condition of the institution for the year ending June 30, 1911
Subjects: Hooker, Joseph Dalton; International Congress of Archivists and Librarians; International Congress of Bibliography and Documentation; National Museum of Natural History; Smithsonian Astrophysical Observatory; Smithsonian Institution; Smithsonian Institution. Board of Regents.; Smithsonian Institution. Bureau of American Ethnology.; Smithsonian Institution. International Exchange Service.; International Catalogue of Scientific Literature; Aeronautics; Age of the Earth; Anatomy and physiology; Animal flight; Ants; Architecture; Astronomy; Berbers; Biology; Bioluminescence; Birds; Botany; Chemical elements; Chemistry; Chinese (People); Climate; Compass; Conferences; Discovery and exploration; Drinking water; Electricity; Evolution; Federal aid to museums; Federal receipts and expenditures; Ferns; Financial statements; Fossils; Indigenous peoples; Insects; Iron; Libraries; Library acquisitions; Light; Manuscripts; Maps; Medical research; Museum acquisitions; Museum exhibits; Museums; Observatories; Owls; Ozone; Paleobotany; Passenger pigeon; Plants (Botany); Precious stones; Public health; Radiation; Radio; Research; Sanitation; Scientific apparatus and instruments; Scientists; Snakes; Telegraph; Telephone; Time systems and standards; Trusts and trustees; Water purification; Yi (Chinese people); Zoos; Arctic; Brussels, Belgium; Butantan, Brazil; China; Latin America; Mexico; National Zoological Park; New Mexico Territory (1850-1912); North Africa
Genres: Statistics; Annual Reports; Monographs
Provision information: Washington, DC: 1912","60017$aKoch, Robert.$2Readex congressional thesaurus","Koch, Robert",Subject,"Annual report of the Board of Regents of the Smithsonian Institution showing the operations, expenditures, and condition of the institution for the year ending June 30, 1911",,"Washington, DC: 1912","Hooker, Joseph Dalton; International Congress of Archivists and Librarians; International Congress of Bibliography and Documentation; National Museum of Natural History; Smithsonian Astrophysical Observatory; Smithsonian Institution; Smithsonian Institution. Board of Regents.; Smithsonian Institution. Bureau of American Ethnology.; Smithsonian Institution. International Exchange Service.; International Catalogue of Scientific Literature; Aeronautics; Age of the Earth; Anatomy and physiology; Animal flight; Ants; Architecture; Astronomy; Berbers; Biology; Bioluminescence; Birds; Botany; Chemical elements; Chemistry; Chinese (People); Climate; Compass; Conferences; Discovery and exploration; Drinking water; Electricity; Evolution; Federal aid to museums; Federal receipts and expenditures; Ferns; Financial statements; Fossils; Indigenous peoples; Insects; Iron; Libraries; Library acquisitions; Light; Manuscripts; Maps; Medical research; Museum acquisitions; Museum exhibits; Museums; Observatories; Owls; Ozone; Paleobotany; Passenger pigeon; Plants (Botany); Precious stones; Public health; Radiation; Radio; Research; Sanitation; Scientific apparatus and instruments; Scientists; Snakes; Telegraph; Telephone; Time systems and standards; Trusts and trustees; Water purification; Yi (Chinese people); Zoos; Arctic; Brussels, Belgium; Butantan, Brazil; China; Latin America; Mexico; National Zoological Park; New Mexico Territory (1850-1912); North Africa",Statistics; Annual Reports; Monographs,,10812607,10812607#Agent600-64,2,,,"Koch, Robert",False,1912,koch robert,"Koch, Robert Annual report of the Board of Regents of the Smithsonian Institution showing the operations, expenditures, and condition of the institution for the year ending June 30, 1911 Subject Hooker, Joseph Dalton; International Congress of Archivists and Librarians; International Congress of Bibliography and Documentation; National Museum of Natural History; Smithsonian Astrophysical Observatory; Smithsonian Institution; Smithsonian Institution. Board of Regents.; Smithsonian Institution. Bureau of American Ethnology.; Smithsonian Institution. International Exchange Service.; International Catalogue of Scientific Literature; Aeronautics; Age of the Earth; Anatomy and physiology; Animal flight; Ants; Architecture; Astronomy; Berbers; Biology; Bioluminescence; Birds; Botany; Chemical elements; Chemistry; Chinese (People); Climate; Compass; Conferences; Discovery and exploration; Drinking water; Electricity; Evolution; Federal aid to museums; Federal receipts and expenditures; Ferns; Financial statements; Fossils; Indigenous peoples; Insects; Iron; Libraries; Library acquisitions; Light; Manuscripts; Maps; Medical research; Museum acquisitions; Museum exhibits; Museums; Observatories; Owls; Ozone; Paleobotany; Passenger pigeon; Plants (Botany); Precious stones; Public health; Radiation; Radio; Research; Sanitation; Scientific apparatus and instruments; Scientists; Snakes; Telegraph; Telephone; Time systems and standards; Trusts and trustees; Water purification; Yi (Chinese people); Zoos; Arctic; Brussels, Belgium; Butantan, Brazil; China; Latin America; Mexico; National Zoological Park; New Mexico Territory (1850-1912); North Africa Statistics; Annual Reports; Monographs ","Koch, Robert Annual report of the Board of Regents of the Smithsonian Institution showing the operations, expenditures, and condition of the institution for the year ending June 30, 1911 Subject","Hooker, Joseph Dalton; International Congress of Archivists and Librarians; International Congress of Bibliography and Documentation; National Museum of Natural History; Smithsonian Astrophysical Observatory; Smithsonian Institution; Smithsonian Institution. Board of Regents.; Smithsonian Institution. Bureau of American Ethnology.; Smithsonian Institution. International Exchange Service.; International Catalogue of Scientific Literature; Aeronautics; Age of the Earth; Anatomy and physiology; Animal flight; Ants; Architecture; Astronomy; Berbers; Biology; Bioluminescence; Birds; Botany; Chemical elements; Chemistry; Chinese (People); Climate; Compass; Conferences; Discovery and exploration; Drinking water; Electricity; Evolution; Federal aid to museums; Federal receipts and expenditures; Ferns; Financial statements; Fossils; Indigenous peoples; Insects; Iron; Libraries; Library acquisitions; Light; Manuscripts; Maps; Medical research; Museum acquisitions; Museum exhibits; Museums; Observatories; Owls; Ozone; Paleobotany; Passenger pigeon; Plants (Botany); Precious stones; Public health; Radiation; Radio; Research; Sanitation; Scientific apparatus and instruments; Scientists; Snakes; Telegraph; Telephone; Time systems and standards; Trusts and trustees; Water purification; Yi (Chinese people); Zoos; Arctic; Brussels, Belgium; Butantan, Brazil; China; Latin America; Mexico; National Zoological Park; New Mexico Territory (1850-1912); North Africa Statistics; Annual Reports; Monographs",0.6,Aeronautics;American Ethnology;Anatomy;Animal;Annual;Ants;Architecture;Archivists;Arctic;Astronomy;Belgium;Berbers;Bibliography;Biology;Bioluminescence;Birds;Board;Botany;Brazil;Brussels;Bureau;Butantan;Chemical;Chemistry;China;Chinese;Climate;Compass;Conferences;Discovery;Documentation;Drinking;Earth;Electricity;Evolution;Federal;Ferns;Financial;Fossils;Hooker;Indigenous;Insects;International Catalogue;International Congress;International Exchange Service;Iron;Joseph Dalton;June;Latin America;Librarians;Libraries;Library;Light;Manuscripts;Maps;Medical;Mexico;Museum;Museums;National Museum;National Zoological Park;Natural History;New Mexico Territory;North Africa;Observatories;Owls;Ozone;Paleobotany;Passenger;People;Plants;Precious;Public;Radiation;Radio;Regents;Research;Sanitation;Scientific;Scientific Literature;Scientists;Smithsonian Astrophysical Observatory;Smithsonian Institution;Snakes;Subject;Telegraph;Telephone;Time;Trusts;Water;Zoos,True,general_works;philosophy_psychology_religion;history;geography_anthropology_recreation;fine_arts;language_and_literature;science;medicine;bibliography_library_science,112.0,26,"Bolton, Robert, 1572-1631"
